track_name,artist_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
"Hey Crush - From ""Vince & Kath & James""",Joshua Garcia,0.766,0.517,8.0,-6.302,0.03,0.534,0.0,0.228,0.73,109.054
Mahal Ko O Mahal Ako,KZ Tandingan,0.69,0.361,5.0,-6.428,0.0376,0.61,4.55e-05,0.139,0.264,147.731
Akin Ka Na Lang,The Company,0.819,0.396,8.0,-8.674,0.073,0.523,0.0,0.107,0.69,125.034
Magbalik,Callalily,0.404,0.556,4.0,-8.329,0.0326,0.359,4.93e-06,0.0964,0.34,159.256
If We Fall in Love,Yeng Constantino,0.568,0.382,5.0,-9.906,0.0285,0.782,1.03e-05,0.0945,0.3,140.085
Oo,Up Dharma Down,0.583,0.626,11.0,-7.485,0.153,0.465,4.16e-06,0.204,0.6,155.13
Simpleng Tao,Gloc 9,0.753,0.686,1.0,-5.994,0.0409,0.18,0.0153,0.0472,0.962,88.009
Give Me Love,Ed Sheeran,0.526,0.328,1.0,-9.864,0.0461,0.694,0.0,0.112,0.11,116.068
True Colors,Anna Kendrick,0.29,0.261,4.0,-9.163,0.0277,0.66,0.0,0.155,0.0999,143.598
The Other,Lauv,0.38,0.553,7.0,-6.621,0.0653,0.421,2.63e-06,0.0788,0.384,179.629
Don't,Ed Sheeran,0.806,0.608,1.0,-7.008,0.0659,0.0113,0.0,0.635,0.849,95.049
Million Reasons,Lady Gaga,0.668,0.449,0.0,-7.897,0.0451,0.477,0.0,0.107,0.154,129.889
Let It Go,James Bay,0.546,0.311,1.0,-10.396,0.0288,0.818,1.65e-05,0.107,0.246,147.464
Oceans Away,A R I Z O N A,0.617,0.642,8.0,-8.624,0.0334,0.13,0.157,0.0929,0.221,105.885
Someone Like You,Adele,0.559,0.33,9.0,-8.251,0.0285,0.892,0.0,0.0975,0.285,135.109
Paris,The Chainsmokers,0.653,0.658,2.0,-6.428,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99
Romantic - NOTD Remix,Stanaj,0.746,0.631,8.0,-7.968,0.231,0.218,0.0,0.222,0.342,104.047
Finesse,Bruno Mars,0.741,0.798,5.0,-5.342,0.0718,0.00781,0.0,0.0232,0.939,104.953
"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,0.483,0.121,2.0,-15.133,0.0349,0.91,0.0,0.0885,0.419,106.032
New York And Back,Leanne & Naara,0.794,0.354,7.0,-11.632,0.0306,0.644,3.68e-06,0.127,0.426,106.03
Chasing Cars,Snow Patrol,0.563,0.592,9.0,-4.571,0.0276,0.209,5.08e-05,0.132,0.136,104.016
Issues,Julia Michaels,0.683,0.427,8.0,-6.827,0.0777,0.368,0.0,0.0604,0.426,113.634
Dahil Sa'Yo,Inigo Pascual,0.764,0.894,0.0,-2.892,0.0327,0.227,0.0,0.0906,0.963,99.986
Moving On and Getting Over,John Mayer,0.85,0.461,6.0,-9.018,0.0531,0.591,0.0405,0.0922,0.621,94.037
A Love To Last A Lifetime,Juris,0.64,0.438,9.0,-7.431,0.0278,0.157,0.00134,0.144,0.449,95.913
Love on the Weekend,John Mayer,0.718,0.583,7.0,-7.884,0.0288,0.623,0.000681,0.0612,0.422,119.971
Touch,Little Mix,0.607,0.718,4.0,-4.095,0.0978,0.032,0.0,0.403,0.551,101.821
Torete,Moonstar88,0.359,0.399,2.0,-8.174,0.0269,0.219,0.0,0.0738,0.311,88.235
ILYSB,LANY,0.629,0.623,5.0,-6.954,0.0734,0.492,0.0034,0.348,0.412,99.989
Beautiful,Crush,0.416,0.41,10.0,-6.146,0.0292,0.843,0.0,0.107,0.219,110.252
Hate That I Love You,Rihanna,0.641,0.722,8.0,-5.386,0.082,0.323,0.0,0.104,0.716,93.992
Magic,Thomas Gold,0.629,0.882,8.0,-5.231,0.0449,0.0502,0.000584,0.0971,0.436,105.004
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,0.803,0.743,1.0,-3.602,0.0681,0.105,2.12e-06,0.099,0.674,108.005
Scared to Be Lonely,Martin Garrix,0.584,0.54,1.0,-7.786,0.0576,0.0895,0.0,0.261,0.195,137.972
So Good (feat. Ty Dolla $ign),Zara Larsson,0.726,0.576,0.0,-7.341,0.146,0.085,0.0,0.0458,0.783,82.055
I'll Make Love To You,Boyz II Men,0.567,0.501,2.0,-8.038,0.0241,0.0995,0.0,0.0986,0.2,142.589
On Bended Knee,Boyz II Men,0.631,0.516,8.0,-8.225,0.0353,0.413,0.0,0.115,0.18,116.654
I Miss You,Grey,0.65,0.764,4.0,-5.219,0.0939,0.368,0.0,0.12,0.704,102.01
"Pag-Ibig - From ""Dangwa""",Sponge Cola,0.617,0.531,7.0,-10.1,0.0284,0.211,0.0,0.0874,0.647,91.068
Despacito (Featuring Daddy Yankee),Luis Fonsi,0.66,0.786,2.0,-4.757,0.17,0.209,0.0,0.112,0.846,177.833
The Way You Look at Me,Christian Bautista,0.485,0.29,1.0,-8.444,0.0321,0.817,0.0,0.111,0.333,134.168
If I Ain't Got You,Alicia Keys,0.609,0.444,7.0,-9.129,0.106,0.603,6.86e-06,0.104,0.166,118.402
Little Do You Know,Alex & Sierra,0.5,0.292,0.0,-8.554,0.0323,0.746,0.0,0.188,0.37,145.879
美女と野獣,Ariana Grande,0.512,0.532,6.0,-6.821,0.0266,0.126,0.0,0.103,0.283,81.353
Believer,Imagine Dragons,0.779,0.787,10.0,-4.305,0.108,0.0524,0.0,0.14,0.708,124.982
Sooner Or Later,Aaron Carter,0.737,0.729,5.0,-6.817,0.0354,0.127,2.16e-05,0.077,0.436,111.937
Bounce Back,Big Sean,0.78,0.575,1.0,-5.628,0.139,0.106,0.0,0.129,0.273,81.502
Forevermore,Juris,0.276,0.258,7.0,-10.434,0.041,0.898,0.0,0.155,0.3,74.698
Wait for You,Mikkel S. Eriksen,0.764,0.487,0.0,-6.734,0.0281,0.25,0.0,0.184,0.352,116.027
Just the Way You Are,Bruno Mars,0.635,0.841,5.0,-5.379,0.0422,0.0134,0.0,0.0622,0.424,109.021
Jeepney,Sponge Cola,0.446,0.739,2.0,-5.803,0.0367,0.449,0.0,0.52,0.27,85.344
Realize,Colbie Caillat,0.693,0.594,1.0,-6.408,0.0325,0.13,0.0,0.115,0.192,123.932
Chained To The Rhythm,Katy Perry,0.448,0.801,0.0,-5.363,0.165,0.0733,0.0,0.146,0.462,189.798
"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Nick Jonas,0.468,0.515,6.0,-6.578,0.0665,0.145,0.0,0.132,0.187,86.21
Thinking Of You,Katy Perry,0.431,0.803,4.0,-4.459,0.0364,0.00167,0.0,0.331,0.309,147.048
You,Jona,0.319,0.411,9.0,-7.171,0.0321,0.288,0.0,0.0914,0.142,138.997
Collide,Howie Day,0.636,0.625,11.0,-7.895,0.0277,0.222,5.35e-05,0.119,0.342,93.931
Thumbs,Sabrina Carpenter,0.721,0.722,8.0,-3.56,0.0577,0.025,0.0,0.0889,0.112,135.118
Does She Know,Kiana V,0.746,0.644,1.0,-7.498,0.209,0.154,0.0,0.0923,0.668,114.113
iSpy (feat. Lil Yachty),KYLE,0.746,0.653,7.0,-6.745,0.289,0.378,0.0,0.229,0.672,75.016
Best In Me,Blue,0.76,0.563,4.0,-6.975,0.028,0.106,0.0,0.0908,0.359,99.023
Everything,Michael Bublé,0.686,0.688,6.0,-4.981,0.0254,0.39,1.03e-06,0.0924,0.493,123.125
Spring Day,BTS,0.539,0.846,8.0,-3.192,0.0354,0.0063,1.68e-06,0.13,0.46,106.992
Way Back Into Love,Hugh Grant,0.281,0.675,10.0,-6.033,0.0353,0.0399,0.0,0.129,0.565,203.413
As Long as You Love Me,Backstreet Boys,0.775,0.816,0.0,-5.534,0.0281,0.164,0.0,0.126,0.753,98.219
Not Today,BTS,0.594,0.946,8.0,-3.408,0.126,0.00181,1.04e-06,0.923,0.665,110.024
Hello,Adele,0.481,0.451,5.0,-6.095,0.0347,0.336,0.0,0.0872,0.289,157.966
Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,0.505,0.397,5.0,-9.349,0.324,0.716,0.0,0.0853,0.558,95.063
Stressed Out,Twenty One Pilots,0.734,0.637,4.0,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977
Make You Feel My Love,Adele,0.325,0.18,10.0,-10.647,0.0311,0.91,0.000633,0.113,0.0997,72.416
Say It Again,Marié Digby,0.461,0.859,0.0,-3.18,0.0364,0.0561,0.0,0.124,0.789,172.094
I Wanna Be With You,Mandy Moore,0.521,0.909,8.0,-3.944,0.0349,0.00487,1.99e-05,0.468,0.617,150.098
I'll Be,Edwin McCain,0.371,0.609,11.0,-5.524,0.0295,0.386,0.0,0.104,0.426,136.526
Out of My League,Stephen Speaks,0.57,0.317,0.0,-10.055,0.0285,0.96,0.00659,0.0979,0.4,92.642
This I Promise You,*NSYNC,0.55,0.581,2.0,-6.253,0.0325,0.367,0.0,0.122,0.475,165.981
Kiss Me,Sixpence None The Richer,0.526,0.749,3.0,-6.964,0.0283,0.023,1.76e-06,0.0692,0.421,99.982
Love Myself,Hailee Steinfeld,0.619,0.762,0.0,-6.738,0.0692,0.00304,0.0,0.122,0.324,122.916
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,0.262,0.606,8.0,-6.646,0.0484,0.247,0.0,0.125,0.275,189.857
Fight Song,Rachel Platten,0.564,0.714,7.0,-4.987,0.129,0.0549,0.0,0.155,0.33,175.924
No One,Alicia Keys,0.649,0.552,1.0,-5.419,0.0292,0.03,6.47e-06,0.111,0.158,89.969
Bakit Pa Ba,Jay R,0.506,0.388,5.0,-7.459,0.0275,0.728,0.0,0.149,0.176,117.536
Apologize,OneRepublic,0.593,0.74,8.0,-6.12,0.0339,0.363,2.22e-05,0.102,0.502,118.008
Marry Me,Train,0.366,0.269,0.0,-8.456,0.0287,0.829,1.67e-05,0.108,0.492,86.577
Shape of My Heart,Backstreet Boys,0.575,0.786,9.0,-4.353,0.0296,0.252,0.0,0.159,0.518,96.102
I'll Never Love This Way Again,Jona,0.326,0.249,10.0,-10.71,0.0351,0.792,4.15e-06,0.148,0.186,131.363
Why Can't It Be,Kaye Cal,0.563,0.314,3.0,-9.241,0.0312,0.612,1.14e-05,0.124,0.272,127.791
Cold,Maroon 5,0.703,0.715,9.0,-6.285,0.114,0.139,0.0,0.0456,0.497,99.924
Congratulations,Post Malone,0.63,0.804,6.0,-4.183,0.0363,0.215,0.0,0.253,0.492,123.146
How Would You Feel (Paean),Ed Sheeran,0.617,0.439,9.0,-5.63,0.0269,0.424,0.0,0.127,0.242,139.979
It Ain't Me (with Selena Gomez),Kygo,0.64,0.533,0.0,-6.596,0.0706,0.119,0.0,0.0864,0.515,99.968
Heavy (feat. Kiiara),Linkin Park,0.59,0.671,9.0,-6.098,0.0706,0.0484,0.0,0.0604,0.438,149.982
Shape of You - Acoustic,Ed Sheeran,0.843,0.4,8.0,-5.576,0.103,0.49,0.0,0.125,0.927,100.728
Kung Wala Ka,Hale,0.494,0.347,7.0,-7.191,0.0266,0.702,0.00239,0.103,0.144,136.332
Unti-Unti,Up Dharma Down,0.629,0.38,2.0,-8.072,0.0323,0.186,0.000407,0.0338,0.655,155.97
12:51,krissy & ericka,0.503,0.357,3.0,-9.36,0.0272,0.727,0.0,0.128,0.438,136.135
Something Just Like This,The Chainsmokers,0.617,0.635,11.0,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019
Love,Lana Del Rey,0.322,0.352,10.0,-10.986,0.0309,0.455,0.00333,0.11,0.266,70.429
Stay (with Alessia Cara),Zedd,0.679,0.634,5.0,-5.024,0.0654,0.232,0.0,0.115,0.498,102.013
Slide (feat. Frank Ocean & Migos),Calvin Harris,0.736,0.795,1.0,-3.299,0.0545,0.498,1.21e-06,0.254,0.511,104.066
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,0.696,0.817,1.0,-3.862,0.109,0.075,0.0,0.187,0.782,98.064
Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,Ed Sheeran,0.682,0.812,1.0,-2.691,0.118,0.00574,0.0,0.0553,0.347,104.891
Body Like A Back Road,Sam Hunt,0.732,0.458,5.0,-7.225,0.0311,0.447,0.0,0.136,0.661,98.938
Lights Down Low,MAX,0.623,0.493,5.0,-7.727,0.0338,0.0632,0.0,0.104,0.594,81.019
Everyday,Ariana Grande,0.635,0.738,7.0,-4.424,0.0519,0.0192,0.0,0.15,0.428,130.971
She Will Be Loved - Radio Mix,Maroon 5,0.651,0.663,0.0,-5.569,0.0281,0.228,0.0,0.0994,0.465,102.0
Happier,Ed Sheeran,0.522,0.385,0.0,-7.355,0.0288,0.536,0.0,0.135,0.236,89.792
Dive,Ed Sheeran,0.761,0.386,4.0,-6.158,0.0399,0.355,0.0,0.0953,0.526,134.943
Perfect,Ed Sheeran,0.599,0.448,8.0,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05
What Do I Know?,Ed Sheeran,0.838,0.492,1.0,-5.69,0.038,0.251,0.0,0.262,0.895,115.092
Galway Girl,Ed Sheeran,0.624,0.876,9.0,-3.374,0.1,0.0735,0.0,0.327,0.781,99.943
Supermarket Flowers,Ed Sheeran,0.589,0.242,6.0,-10.517,0.0442,0.914,0.0,0.0887,0.257,89.749
Hearts Don't Break Around Here,Ed Sheeran,0.604,0.366,7.0,-7.881,0.0267,0.719,0.0,0.162,0.181,105.177
Eraser,Ed Sheeran,0.64,0.812,8.0,-5.647,0.0834,0.086,0.0,0.0509,0.914,86.013
New Man,Ed Sheeran,0.78,0.745,7.0,-3.97,0.145,0.0559,0.0,0.0595,0.862,94.026
Barcelona,Ed Sheeran,0.747,0.76,1.0,-4.294,0.187,0.448,0.0,0.153,0.682,99.975
Save Myself,Ed Sheeran,0.552,0.29,10.0,-5.617,0.0448,0.85,0.0,0.227,0.481,78.842
Bibia Be Ye Ye,Ed Sheeran,0.738,0.677,7.0,-5.121,0.0824,0.52,0.0,0.133,0.882,127.067
Nancy Mulligan,Ed Sheeran,0.68,0.852,7.0,-4.35,0.0349,0.117,0.0,0.0866,0.858,101.993
Green Light,Lorde,0.616,0.714,9.0,-7.792,0.0982,0.0162,1.23e-05,0.0817,0.24,128.924
Hypnotised,Coldplay,0.513,0.683,5.0,-6.185,0.032,0.339,0.739,0.0871,0.153,120.056
Good Girls,LANY,0.708,0.687,1.0,-7.084,0.038,0.0022,0.145,0.133,0.439,117.976
Selfish (feat. Rihanna),Future,0.415,0.369,8.0,-10.044,0.0741,0.0303,7.64e-06,0.383,0.0913,95.746
Love On The Brain,Rihanna,0.509,0.637,4.0,-4.83,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006
ILYSB - STRIPPED,LANY,0.564,0.408,5.0,-8.25,0.0793,0.538,0.000191,0.11,0.128,83.814
pink skies,LANY,0.72,0.642,5.0,-6.585,0.0354,0.279,8e-06,0.122,0.457,103.989
No More Sad Songs,Little Mix,0.709,0.782,7.0,-3.526,0.0469,0.0771,4.71e-06,0.302,0.728,102.032
Gusto Kita,Angeline Quinto,0.461,0.474,9.0,-7.479,0.0347,0.594,0.0,0.0976,0.276,71.76
Liability,Lorde,0.534,0.218,10.0,-11.16,0.111,0.923,0.0,0.0944,0.345,76.715
Location,Khalid,0.736,0.449,1.0,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126
Down,Marian Hill,0.593,0.362,0.0,-14.701,0.273,0.684,0.00294,0.125,0.0522,169.998
Mask Off,Future,0.833,0.434,2.0,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062
You Don't Know Me - Radio Edit,Jax Jones,0.876,0.669,11.0,-6.054,0.138,0.163,0.0,0.185,0.682,124.007
Walang Iba,Daniel Padilla,0.646,0.337,6.0,-11.472,0.0365,0.598,0.0,0.102,0.258,143.875
Symphony (feat. Zara Larsson),Clean Bandit,0.707,0.629,0.0,-4.581,0.0563,0.259,1.6e-05,0.138,0.457,122.863
At My Best (feat. Hailee Steinfeld),Machine Gun Kelly,0.524,0.772,7.0,-6.696,0.152,0.00273,0.000169,0.224,0.237,169.855
Passionfruit,Drake,0.809,0.463,11.0,-11.377,0.0396,0.256,0.085,0.109,0.364,111.98
Free Smoke,Drake,0.736,0.491,10.0,-6.892,0.439,0.0681,0.0,0.571,0.203,141.979
"Beauty and the Beast - Duet with Peabo Bryson from the Soundtrack ""Beauty and the Beast""",Céline Dion,0.426,0.371,6.0,-11.144,0.0309,0.462,2.11e-05,0.123,0.104,77.302
Belle,Emma Watson,0.524,0.504,7.0,-7.641,0.05,0.82,0.0,0.0817,0.327,123.66
No Long Talk,Drake,0.913,0.608,10.0,-6.839,0.234,0.0671,0.0,0.533,0.578,97.063
Something There,Emma Watson,0.45,0.317,0.0,-12.856,0.0381,0.896,5.15e-05,0.216,0.476,123.442
Beauty and the Beast,Emma Thompson,0.211,0.23,7.0,-12.518,0.0349,0.797,1.98e-05,0.0991,0.102,87.641
Evermore,Dan Stevens,0.285,0.396,1.0,-8.741,0.0318,0.674,6.6e-05,0.102,0.219,79.442
Blem,Drake,0.726,0.535,7.0,-7.804,0.0476,0.0533,1.38e-05,0.0984,0.375,98.067
Good Life (with G-Eazy & Kehlani),G-Eazy,0.565,0.771,1.0,-5.22,0.213,0.00464,0.0,0.0568,0.573,168.385
How Does A Moment Last Forever,Céline Dion,0.363,0.282,1.0,-9.102,0.0308,0.878,0.0,0.307,0.342,107.402
Be Our Guest,Ewan McGregor,0.425,0.6,2.0,-7.641,0.0659,0.412,0.0,0.073,0.525,114.161
Portland,Drake,0.925,0.443,1.0,-8.216,0.264,0.0172,0.0,0.276,0.35,136.078
Get It Together,Drake,0.781,0.721,5.0,-9.133,0.0514,0.0945,0.391,0.104,0.849,123.011
Still Got Time (feat. PARTYNEXTDOOR),ZAYN,0.748,0.627,7.0,-6.029,0.0639,0.131,0.0,0.0852,0.524,120.963
Light My Body Up (feat. Nicki Minaj & Lil Wayne),David Guetta,0.699,0.66,6.0,-7.013,0.0861,0.00365,0.0,0.139,0.689,145.937
Be the One,Dua Lipa,0.661,0.651,7.0,-3.771,0.0499,0.117,1.32e-05,0.056,0.368,87.46
The One,The Chainsmokers,0.76,0.303,2.0,-11.362,0.0284,0.238,8.09e-06,0.294,0.15,99.991
Golden Youth,Leroy Styles,0.679,0.887,6.0,-4.285,0.15,0.01,2.13e-06,0.0607,0.4,114.824
Isang Araw,Kaye Cal,0.466,0.342,4.0,-8.191,0.03,0.613,0.0,0.124,0.21,135.616
No Promises (feat. Demi Lovato),Cheat Codes,0.741,0.667,10.0,-5.445,0.134,0.0575,0.0,0.106,0.595,112.956
"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,0.784,0.728,0.0,-4.549,0.0539,0.34,0.0,0.222,0.713,110.165
HUMBLE.,Kendrick Lamar,0.908,0.621,1.0,-6.638,0.102,0.000282,5.39e-05,0.0958,0.421,150.011
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,0.703,0.868,7.0,-4.661,0.0291,0.15,0.132,0.104,0.733,121.03
Fix You,Coldplay,0.209,0.417,3.0,-8.74,0.0338,0.164,0.00196,0.113,0.124,138.178
Hymn for the Weekend,Coldplay,0.491,0.693,0.0,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027
TG4M,Zara Larsson,0.667,0.648,3.0,-6.398,0.0626,0.0235,1.52e-05,0.0427,0.589,95.031
A Head Full of Dreams,Coldplay,0.449,0.92,11.0,-4.982,0.0737,0.0021,0.0167,0.334,0.0772,122.984
A Sky Full of Stars,Coldplay,0.545,0.675,6.0,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97
Adventure of a Lifetime,Coldplay,0.638,0.924,7.0,-3.887,0.036,0.00205,0.000175,0.149,0.53,111.995
Up&Up,Coldplay,0.479,0.717,7.0,-5.459,0.0605,0.0488,0.000333,0.102,0.253,163.989
Paradise,Coldplay,0.449,0.585,5.0,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631
Viva La Vida,Coldplay,0.486,0.617,5.0,-7.115,0.0287,0.0954,3.23e-06,0.109,0.417,138.015
Every Teardrop Is a Waterfall,Coldplay,0.425,0.732,9.0,-6.883,0.0396,0.00194,0.0103,0.171,0.333,117.98
Birds,Coldplay,0.559,0.841,0.0,-5.584,0.0332,0.000315,0.437,0.0816,0.147,105.009
Clocks,Coldplay,0.577,0.749,5.0,-7.215,0.0279,0.599,0.0115,0.183,0.255,130.97
Everglow - Live from Spotify London,Coldplay,0.536,0.486,1.0,-9.431,0.037,0.304,0.000479,0.945,0.125,72.727
Viva La Vida - Live from Spotify London,Coldplay,0.433,0.922,8.0,-6.8,0.12,0.123,4.8e-06,0.93,0.5,138.203
"A Sky Full of Stars - Live at the Royal Albert Hall, London",Coldplay,0.467,0.765,6.0,-7.846,0.0311,0.00416,5.93e-05,0.708,0.186,125.013
Charlie Brown,Coldplay,0.43,0.74,10.0,-7.072,0.0375,0.0212,0.00165,0.33,0.0948,137.978
Yellow - Live from Spotify London,Coldplay,0.223,0.439,11.0,-10.456,0.0312,0.447,0.0141,0.926,0.119,165.899
In My Place,Coldplay,0.424,0.588,9.0,-5.455,0.0278,0.0553,4.95e-06,0.298,0.193,144.636
Midnight,Coldplay,0.548,0.475,1.0,-12.42,0.0355,0.615,0.808,0.0944,0.0349,126.974
Ink,Coldplay,0.688,0.705,6.0,-7.311,0.0323,0.0647,0.124,0.118,0.696,112.019
Always in My Head,Coldplay,0.495,0.502,5.0,-9.307,0.0259,0.0127,0.689,0.068,0.0394,97.546
Break Up Every Night,The Chainsmokers,0.624,0.806,1.0,-5.957,0.0437,0.00411,0.0,0.0872,0.528,149.999
Sign of the Times,Harry Styles,0.516,0.595,5.0,-4.63,0.0313,0.0275,0.0,0.109,0.222,119.972
My Type,The Chainsmokers,0.604,0.603,7.0,-6.324,0.0389,0.0357,0.0,0.126,0.15,94.989
Bloodstream,The Chainsmokers,0.62,0.627,9.0,-5.889,0.0259,0.0317,0.0,0.172,0.164,90.955
Don't Say,The Chainsmokers,0.567,0.464,5.0,-9.66,0.0302,0.0199,9.31e-06,0.269,0.309,99.806
Now Or Never,Halsey,0.663,0.575,6.0,-4.907,0.0458,0.1,3.16e-06,0.133,0.458,110.04
Honest,The Chainsmokers,0.673,0.514,0.0,-10.772,0.0465,0.0121,8.5e-05,0.385,0.312,100.035
It Won't Kill Ya,The Chainsmokers,0.572,0.53,6.0,-8.521,0.0654,0.0647,0.000169,0.127,0.12,170.138
Young,The Chainsmokers,0.615,0.564,9.0,-6.384,0.0291,0.0105,0.0,0.148,0.454,103.006
Wake Up Alone,The Chainsmokers,0.643,0.52,9.0,-5.968,0.0334,0.0102,0.0,0.11,0.23,75.168
It Was Love,LANY,0.439,0.721,10.0,-7.017,0.0777,0.0265,0.000113,0.0853,0.438,137.987
Last Day Alive,The Chainsmokers,0.435,0.706,0.0,-8.197,0.0425,0.0571,4.15e-05,0.0903,0.24,144.913
Obsession (feat. Jon Bellion),Vice,0.741,0.559,10.0,-7.775,0.03,0.00728,0.000971,0.21,0.466,101.999
Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,0.656,0.615,5.0,-6.252,0.0539,0.0283,0.0,0.234,0.366,139.91
DNA.,Kendrick Lamar,0.638,0.523,1.0,-6.664,0.357,0.00454,0.0,0.0842,0.422,139.913
LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,0.658,0.535,9.0,-8.983,0.0573,0.0265,0.0,0.2,0.419,110.684
ELEMENT.,Kendrick Lamar,0.748,0.705,4.0,-4.547,0.485,0.204,0.0,0.246,0.483,189.891
BLOOD.,Kendrick Lamar,0.357,0.238,8.0,-16.78,0.265,0.142,0.0859,0.55,0.494,156.907
FEEL.,Kendrick Lamar,0.746,0.798,0.0,-8.382,0.349,0.137,0.0,0.139,0.553,109.968
LOVE. FEAT. ZACARI.,Kendrick Lamar,0.8,0.585,10.0,-7.343,0.0924,0.264,0.0,0.153,0.779,126.058
YAH.,Kendrick Lamar,0.67,0.7,1.0,-7.893,0.196,0.576,5.34e-06,0.226,0.648,69.986
PRIDE.,Kendrick Lamar,0.665,0.535,4.0,-7.056,0.0572,0.0786,1.68e-05,0.154,0.37,138.842
XXX. FEAT. U2.,Kendrick Lamar,0.568,0.619,1.0,-6.899,0.414,0.138,1.67e-06,0.11,0.293,170.115
LUST.,Kendrick Lamar,0.678,0.562,3.0,-9.197,0.508,0.193,0.0,0.104,0.566,94.241
do re mi,blackbear,0.745,0.593,8.0,-6.35,0.0526,0.00522,5.25e-06,0.123,0.17,111.002
The Cure,Lady Gaga,0.696,0.503,8.0,-4.842,0.0356,0.0745,0.0,0.0869,0.559,99.977
Kissing Strangers,DNCE,0.776,0.741,7.0,-5.804,0.041,0.0506,0.0,0.0701,0.854,120.079
Despacito - Remix,Luis Fonsi,0.694,0.815,2.0,-4.328,0.12,0.229,0.0,0.0924,0.813,88.931
Whippin (feat. Felix Snow),Kiiara,0.87,0.502,5.0,-7.497,0.0549,0.549,0.00356,0.0916,0.673,82.53
Hard Times,Paramore,0.695,0.818,5.0,-5.379,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965
There's Nothing Holdin' Me Back,Shawn Mendes,0.857,0.8,2.0,-4.035,0.0583,0.381,0.0,0.0913,0.966,121.996
I'll Never Go,Erik Santos,0.454,0.323,11.0,-11.965,0.0327,0.723,0.0,0.0855,0.28,139.89
Attention,Charlie Puth,0.774,0.626,3.0,-4.432,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041
Lust for Life (with The Weeknd),Lana Del Rey,0.499,0.676,0.0,-8.618,0.0582,0.588,0.00484,0.358,0.295,99.979
The Night We Met,Lord Huron,0.443,0.369,9.0,-9.514,0.0441,0.969,0.277,0.638,0.0989,174.107
Body to Body,Mike Perry,0.537,0.749,8.0,-4.725,0.109,0.0119,0.0,0.154,0.299,100.088
Plot Twist,Sigrid,0.586,0.666,1.0,-5.988,0.0358,0.00282,0.228,0.283,0.193,88.034
Kaibigan Mo,Sarah Geronimo,0.53,0.534,0.0,-8.434,0.0347,0.652,0.0,0.118,0.476,139.895
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,0.609,0.668,7.0,-4.284,0.0367,0.0552,0.0,0.167,0.811,80.924
Middle Of The Night,The Vamps,0.604,0.746,11.0,-4.299,0.0529,0.00342,0.0,0.0666,0.406,130.048
Most Girls,Hailee Steinfeld,0.755,0.57,9.0,-7.132,0.0888,0.0416,0.0,0.0891,0.406,102.991
Bon appétit,Katy Perry,0.797,0.792,6.0,-5.758,0.0607,0.111,7.88e-05,0.24,0.54,106.038
First Time,Kygo,0.633,0.592,0.0,-7.245,0.112,0.197,0.0,0.099,0.679,90.066
Unforgettable,French Montana,0.726,0.769,6.0,-5.043,0.123,0.0293,0.0101,0.104,0.733,97.985
I'm the One,DJ Khaled,0.599,0.667,7.0,-4.267,0.0367,0.0533,0.0,0.134,0.817,80.984
Bad Things - With Camila Cabello,Machine Gun Kelly,0.689,0.692,2.0,-4.756,0.133,0.229,0.0,0.184,0.285,137.832
Bon Appétit,Katy Perry,0.797,0.791,6.0,-5.799,0.0626,0.115,6e-05,0.144,0.516,106.044
Thunder,Imagine Dragons,0.601,0.834,0.0,-3.78,0.0455,0.00502,0.15,0.121,0.249,167.879
Reminding Me,Shawn Hook,0.562,0.569,9.0,-4.798,0.0459,0.0906,0.0,0.0846,0.261,132.797
Sweet Creature,Harry Styles,0.427,0.262,7.0,-8.541,0.0276,0.746,0.0,0.068,0.228,104.085
Call on Me - Ryan Riback Remix,Starley,0.691,0.821,0.0,-4.527,0.0401,0.136,0.000115,0.092,0.759,104.961
